gene_id,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
SPNCRNA.7100,35.94497924046167,1.0089175177754164,0.3347432895880097,3.0140037131652635,0.0025782465040618437,0.004095452059168391
SPCC24B10.03,764.2237791477529,2.246325940920616,0.09328873825582937,24.079283125905597,4.120990095619545e-128,6.749759987873672e-127
SPNCRNA.7101,26.370672748370882,1.3223254040329653,0.37817232162200864,3.496621324272002,4.7119017550692444e-4,7.990535286613765e-4
SPCC24B10.10C,2462.67680567999,1.3737429520161275,0.06758110052832968,20.327324374367965,7.371398316594137e-92,8.135330742321321e-91
SPCC24B10.14C,260.92416614627956,2.542225201495828,0.1467436471124975,17.324260719422437,3.0863608750108755e-67,2.4284840851746705e-66
SPRRNA.26,5.651411748538314,4.449472057555924,1.268387433065054,3.5079755140775792,4.5153060723056293e-4,7.668185072170266e-4
SPCC24B10.18,2142.618928828142,1.2854455658334207,0.0742113821832312,17.321407148294295,3.2432900889515704e-67,2.550268342188878e-66
SPCC24B10.20,426.4684609432368,1.2033265037947949,0.11014660286507438,10.924771826770058,8.776069517064332e-28,3.4096527303502565e-27
SPNCRNA.7120,13.179714502756328,1.156550579166247,0.5456403127136985,2.1196208421885747,0.03403803336667967,0.04779207862558936
SPCC24B10.21,67419.55915864976,2.1833481024302386,0.06059411727236178,36.03234440426626,2.607176122663237e-284,1.536028838038709e-282
SPNCRNA.7124,4.797981195808302,1.981417423148184,0.9414927817278458,2.1045487141301797,0.03533060993306991,0.04948374722973553
SPNCRNA.7125,7.179501553152321,3.1467138527483627,0.8777287855580954,3.5850639793561685,3.3699558145486487e-4,5.779437618520652e-4
SPCPB16A4.03C,13332.582078949514,1.335949083926556,0.04933065289516953,27.081520424339903,1.6255137196689361e-161,3.789238871716445e-160
SPNCRNA.477,28.81338450002334,2.299283938593032,0.41228884480114036,5.576876424347711,2.4487569239621983e-8,5.36804507470573e-8
SPNCRNA.7126,23.542721109207545,2.208782637224392,0.43485261085444354,5.079382259852014,3.7866411463107647e-7,7.851760541868688e-7
